$ARF$;;19
DAAAI;60;2
DAAAI;3;54
DAAAI;91;696
DAAAI;35;23
DAAB;90;2771
DAAB;60;189
DAAB;96;73
DAAB;82;2
DAAB;95;367
DAAB;94;235
DAAB;93;3909
DAAB;77;965
DAAB;78;1934
DAAB;70;13
DAAB;86;1515
DAAB;76;229
DAAB;89;1076
DAAB;61;139
DAAB;92;6665
DAAB;73;2
DAAB;3;18753
DAAB;75;1881
DAAB;66;997
DAAB;81;770
DAAB;68;609
DAAB;91;3910
DAAB;65;35
DAACF;70;28
DAACF;91;2
DAACF;76;322
DAACF;81;1
DAACF;75;1
DAACF;61;9
DAACF;89;1
DAACF;79;1
DAACF;3;113
DAACF;93;5
DAACF;82;18
DAACI;94;3
DAACI;68;28
DAACI;65;4
DAACI;61;56
DAACI;91;485
DAACI;75;2
DAACI;3;391
DAACI;78;8
DAACI;70;2
DAACI;81;1
DAACI;66;99
DAACI;89;1
DAACI;76;6933
DAACI;93;1209
DAACI;82;3
DAACI;77;784
DAACS;35;420
DAADA;75;6240
DAADA;90;1046
DAADA;70;2490
DAADA;96;12
DAADA;73;1
DAADA;65;7
DAADA;92;122
DAADA;93;134
DAADA;77;1869
DAADA;86;1148
DAADA;94;685
DAADA;89;1379
DAADA;78;444
DAADA;95;996
DAADA;61;6
DAADA;91;963
DAADA;76;4283
DAADA;82;23
DAADA;3;56733
DAADA;81;392
DAADA;66;59
DAADA;60;46
DAAID;93;26469
DAAID;86;38285
DAAID;26;176
DAAID;82;30869
DAAID;94;8784
DAAID;8;169
DAAID;81;10341
DAAID;35;5768
DAAID;98;2221
DAAID;33;1932
DAAID;44;18
DAAID;73;3885
DAAID;57;4
DAAID;16;123
DAAID;31;1069
DAAID;84;1761
DAAID;67;9
DAAID;15;231
DAAID;46;748
DAAID;78;38560
DAAID;60;3402
DAAID;90;23503
DAAID;3;232821
DAAID;75;36411
DAAID;23;2
DAAID;96;6281
DAAID;77;53090
DAAID;79;1930
DAAID;91;88974
DAAID;10;684
DAAID;92;32092
DAAID;95;4499
DAAID;68;8737
DAAID;19;531
DAAID;66;24189
DAAID;70;4927
DAAID;56;96
DAAID;21;66
DAAID;28;16
DAAID;65;1042
DAAID;61;2984
DAAID;89;17581
DAAIK;44;28
DAAIK;89;86
DAAIK;31;45
DAAIK;35;1451
DAAIK;84;260
DAAIK;28;12
DAAIK;10;201
DAAIK;15;47
DAAIK;92;26912
DAAIK;3;275547
DAAIK;82;29207
DAAIK;93;10893
DAAIK;86;709
DAAIK;26;128
DAAIK;90;17079
DAAIK;78;103470
DAAIK;77;60130
DAAIK;46;146
DAAIK;79;21
DAAIK;95;71
DAAIK;56;5
DAAIK;70;7959
DAAIK;19;55
DAAIK;16;28
DAAIK;61;2947
DAAIK;73;15
DAAIK;33;46
DAAIK;98;44
DAAIK;57;43
DAAIK;81;10702
DAAIK;68;38
DAAIK;8;40
DAAIK;94;85
DAAIK;75;969
DAAIK;60;40
DAAIK;96;55
DAAIK;91;509
DAAOD;70;1
DAAOD;93;3792
DAAOD;82;3
DAAOD;94;4608
DAAOD;78;5
DAAOD;81;1
DAAOD;91;85
DAAOD;3;5641
DAAOD;89;5
DAAOD;76;50
DAAOD;75;3
DAAOD;66;1
DAAOD;86;1926
DAAOD;77;7682
DAARX;78;38560
DAAVI;75;13140
DABDT;81;1
DABDT;86;1
DABDT;66;1
DABDT;70;3
DABDT;91;2
DABDT;89;1
DABDT;3;8
DADGI;;1843
DAEBC;70;342
DAEBC;60;2
DAEBC;3;19986
DAECE;3;14884
DAEOA;3;20041
DAERS;;13410
DAGOV;77;1
DAKBD;91;342
DAKBD;75;1
DAKBD;61;94
DAKBD;82;1
DAKBD;78;2
DAKBD;66;5
DAKBD;;18
DAKBD;81;34
DAKBD;86;31
DAKBD;70;3225
DAKBD;3;34241
DAKBD;60;6
DAKBD;77;1
DAKBD;95;1
DAKBR;75;91
DAKBR;60;84
DAKBR;76;124
DAKBR;81;8
DAKBR;77;3
DAKBR;94;1
DAKBR;66;13
DAKBR;89;13
DAKBR;82;4726
DAKBR;91;17
DAKBR;68;4
DAKBR;;26
DAKBR;90;16
DAKBR;93;4
DAKBR;86;676
DAKBR;61;177
DAKBR;35;1
DAKBR;70;2563
DAKBR;78;10
DAKBR;3;79459
DAKBR;92;1
DAKBR;95;3
DAKBT;61;2
DAKBT;3;20
DAKBT;70;1
DAKBT;82;6
DAKBT;75;1
