$ARF$;;273
$LOG$;;161
$MOD$;;36
$SET$;;30
ACONT;10;3
ACONT;21;2
ACONT;33;1
ACONT;;1
ACONT;35;1
ACONT;3;38
AEWFL;;35
AGEAK;33;1
AGEAK;21;1
AGEAK;35;1
APOS ;81;8219
APOS ;31;209
APOS ;35;9743
APOS ;90;24005
APOS ;95;4031
APOS ;71;1760
APOS ;76;968
APOS ;33;447
APOS ;19;61
APOS ;37;11
APOS ;3;204195
APOS ;10;250
APOS ;;45
APOS ;94;5829
APOS ;75;15207
APOS ;79;3987
APOS ;77;35703
APOS ;70;2503
APOS ;86;20562
APOS ;96;2916
APOS ;92;11333
APOS ;73;2546
APOS ;91;56390
APOS ;78;17918
APOS ;93;12878
APOS ;98;250
APOS ;89;14778
APOS ;82;14459
APOS ;84;94
APOS ;68;9427
ATCSF;;3
ATCSN;;622
DAAAI;35;24
DAAAN;96;226
DAAAN;90;3040
DAAAN;93;22
DAAAN;3;5907
DAAAN;79;108
DAAAN;86;113
DAAAN;70;35
DAAAN;92;226
DAAAN;81;56
DAAAN;75;427
DAAAN;89;426
DAAAN;78;3236
DAAAN;77;1996
DAAAN;82;1082
DAAAN;71;49
DAAAN;76;328
DAAB ;86;7282
DAAB ;71;744
DAAB ;70;648
DAAB ;77;4936
DAAB ;78;5636
DAAB ;89;3818
DAAB ;76;195
DAAB ;81;3391
DAAB ;91;3022
DAAB ;73;546
DAAB ;3;50781
DAAB ;75;3724
DAAB ;92;4208
DAAB ;93;3290
DAAB ;94;1238
DAAB ;95;1236
DAAB ;82;1922
DAAB ;90;3437
DAAB ;79;21
DAAB ;96;209
DAACA;90;3
DAACA;75;25
DAACA;78;78
DAACA;77;987
DAACA;71;11
DAACA;94;4
DAACA;92;5
DAACA;89;13
DAACA;91;7
DAACA;35;9590
DAACA;86;20
DAACA;82;3
DAACA;3;669
DAACA;95;14
DAACA;79;2
DAACA;93;2
DAACA;76;283
DAACA;70;3
DAACA;81;5
DAACA;96;1
DAACF;95;12
DAACF;81;1
DAACF;76;2
DAACF;78;16
DAACF;77;2
DAACF;82;3552
DAACF;3;187
DAACI;94;3
DAACI;86;2
DAACI;75;5
DAACI;35;771
DAACI;3;423
DAACI;78;5
DAACI;95;10
DAACI;76;1
DAACI;82;1521
DAACI;93;1
DAACI;77;79
DAACO;82;121
DAACO;3;1094
DAACS;35;887
DAADA;73;70
DAADA;92;2
DAADA;75;494
DAADA;90;74
DAADA;70;171
DAADA;93;2
DAADA;77;147
DAADA;86;386
DAADA;94;50
DAADA;95;171
DAADA;78;121
DAADA;89;116
DAADA;81;49
DAADA;3;6197
DAADA;91;62
DAADA;76;1661
DAADA;82;35
DAADD;3;7
DAADG;81;14
DAADG;77;387
DAADG;90;2
DAADG;82;6187
DAADG;89;4
DAADG;70;4
DAADG;78;98
DAADG;86;12
DAADG;92;35
DAADG;3;38599
DAAFO;70;1
DAAFO;3;2183
DAAFO;82;3
DAAFR;3;2675
DAAFR;82;1506
DAAID;57;124
DAAID;17;11
DAAID;73;4673
DAAID;84;2752
DAAID;15;80
DAAID;90;20638
DAAID;3;214069
DAAID;75;30658
DAAID;23;10
DAAID;96;3677
DAAID;79;5170
DAAID;91;66697
DAAID;77;40087
DAAID;95;5416
DAAID;92;13518
DAAID;10;783
DAAID;89;24805
DAAID;68;10933
DAAID;19;408
DAAID;28;91
DAAID;21;89
DAAID;70;3341
DAAID;56;77
DAAID;93;20278
DAAID;71;2272
DAAID;86;39642
DAAID;82;23017
DAAID;81;9292
DAAID;94;9369
DAAID;8;79
DAAID;35;10450
DAAID;98;853
DAAID;33;1547
DAAIK;73;12
DAAIK;33;262
DAAIK;98;12
DAAIK;57;37
DAAIK;8;32
DAAIK;94;12
DAAIK;68;18
DAAIK;75;1147
