$ARF$;;12
$LOG$;;492
$MOD$;;20
$SET$;;21
ACONT;3;11
AEDUM;;8
AEWFL;;13
APOS;75;16891
APOS;79;2725
APOS;77;41731
APOS;8;9
APOS;46;1
APOS;26;10
APOS;70;3578
APOS;86;24854
APOS;96;3970
APOS;92;19797
APOS;73;2677
APOS;91;62952
APOS;78;24327
APOS;93;15604
APOS;98;267
APOS;61;1
APOS;89;16183
APOS;82;16840
APOS;84;81
APOS;68;11579
APOS;60;2
APOS;3;267281
APOS;10;293
APOS;;15
APOS;66;3
APOS;67;1236
APOS;87;1
APOS;94;6794
APOS;95;4172
APOS;19;65
APOS;76;4461
APOS;33;563
APOS;90;28958
APOS;31;237
APOS;35;6091
APOS;81;8434
ATCSN;;951
DAAAI;3;18
DAAAI;91;43
DAAAI;35;19
DAAAN;96;2376
DAAAN;90;4061
DAAAN;93;50
DAAAN;3;5838
DAAAN;95;15
DAAAN;79;1019
DAAAN;86;868
DAAAN;70;344
DAAAN;92;347
DAAAN;81;568
DAAAN;89;3885
DAAAN;75;4447
DAAAN;78;4237
DAAAN;77;7094
DAAAN;82;1065
DAAAN;91;1
DAAAN;76;2900
DAAB;86;5813
DAAB;77;8173
DAAB;78;7028
DAAB;70;919
DAAB;89;2812
DAAB;76;1184
DAAB;81;1939
DAAB;91;4584
DAAB;68;485
DAAB;73;54
DAAB;3;60270
DAAB;75;4225
DAAB;92;6098
DAAB;93;3951
DAAB;95;1022
DAAB;94;1414
DAAB;82;2648
DAAB;90;3851
DAAB;79;36
DAAB;96;427
DAACA;90;7
DAACA;75;285
DAACA;78;165
DAACA;77;2248
DAACA;68;26
DAACA;94;14
DAACA;92;45
DAACA;89;104
DAACA;73;13
DAACA;91;1780
DAACA;35;6025
DAACA;86;31
DAACA;82;45
DAACA;3;41790
DAACA;79;53
DAACA;95;456
DAACA;67;1
DAACA;93;846
DAACA;76;2018
DAACA;70;51
DAACA;96;3
DAACA;81;327
DAACF;70;2
DAACF;91;2
DAACF;76;79
DAACF;73;1
DAACF;82;1
DAACF;90;1
