$ARF$;;3
$LOG$;;403
$MOD$;;10
$SET$;;8
ACONT;84;2
ACONT;26;1
ACONT;3;1
AEDUM;;4
AEWFL;;6
AGEAK;26;1
AGEAK;84;1
APOS;60;854
APOS;37;1
APOS;3;272028
APOS;10;275
APOS;66;3547
APOS;67;973
APOS;87;6
APOS;94;7303
APOS;44;11
APOS;75;17780
APOS;79;2349
APOS;77;48729
APOS;8;25
APOS;46;3770
APOS;26;31
APOS;70;3797
APOS;86;23390
APOS;96;4507
APOS;92;22043
APOS;73;2668
APOS;29;2
APOS;91;70754
APOS;78;26067
APOS;93;17511
APOS;98;284
APOS;61;1317
APOS;89;14779
APOS;82;17826
APOS;84;77
APOS;68;8059
APOS;95;4269
APOS;2;1
APOS;19;73
APOS;76;4092
APOS;33;495
APOS;90;28257
APOS;57;25
APOS;4;2
APOS;31;220
APOS;85;2
APOS;35;4989
APOS;81;8270
ATCSF;;2
ATCSN;;918
DAAAI;3;26
DAAAI;91;505
DAAAI;35;26
DAAAN;96;2721
DAAAN;90;3241
DAAAN;93;92
DAAAN;3;5416
DAAAN;95;2
DAAAN;79;988
DAAAN;86;715
DAAAN;70;257
DAAAN;60;57
DAAAN;92;306
DAAAN;66;169
DAAAN;81;846
DAAAN;89;3933
DAAAN;75;5216
DAAAN;78;4396
DAAAN;77;6760
DAAAN;82;1423
DAAAN;91;1
DAAAN;61;39
DAAAN;76;2781
DAAB;86;5706
DAAB;70;1236
DAAB;77;6778
DAAB;78;7049
DAAB;89;2691
DAAB;76;1147
DAAB;81;1829
DAAB;68;632
DAAB;91;4741
DAAB;3;57386
DAAB;73;26
DAAB;75;4146
DAAB;66;806
DAAB;92;7712
DAAB;61;213
DAAB;93;4571
DAAB;94;1333
DAAB;95;1131
DAAB;82;3063
DAAB;90;3755
DAAB;60;200
DAAB;79;30
DAAB;96;460
DAACA;90;19
DAACA;75;245
DAACA;78;94
DAACA;77;173
DAACA;68;13
DAACA;94;28
DAACA;92;36
DAACA;91;1595
DAACA;73;7
DAACA;89;77
DAACA;35;4806
DAACA;86;59
DAACA;82;23
DAACA;3;10148
DAACA;79;164
DAACA;95;622
DAACA;93;610
DAACA;76;1878
DAACA;70;59
DAACA;96;2
DAACA;81;363
DAACF;89;1
DAACF;61;2
DAACF;70;29
DAACF;81;1
DAACF;76;210
DAACF;73;54
DAACF;35;2
DAACF;77;4
DAACF;82;1
DAACF;3;229
DAACI;94;5
DAACI;68;68
DAACI;91;364
DAACI;61;42
DAACI;60;1
DAACI;86;5969
DAACI;75;2
DAACI;66;13
DAACI;96;1
DAACI;90;2
DAACI;89;2
DAACI;76;5458
DAACI;82;13
DAACI;93;2
DAACI;77;495
DAACI;73;2
DAACI;70;22
DAACI;81;2
DAACI;79;7
DAACI;3;641
DAACO;78;1
DAACO;3;589
DAACS;35;555
DAACV;86;63
DAADA;77;2153
DAADA;94;779
DAADA;86;1052
DAADA;93;114
DAADA;75;6490
DAADA;90;1150
DAADA;70;2159
DAADA;73;23
DAADA;92;45
DAADA;95;764
DAADA;78;503
DAADA;89;1627
